Code,Name,Purchase Price,Tax,Retail Price,Category Code
A526,Phớt trục lap,0,0,120000,2
A527,Công tắc Xin nhan,0,0,120000,2
A528,Công tắc Phanh đĩa,0,0,120000,2
A529,Công tắc Đề,0,0,120000,2
A530,Công tắc Đèn,0,0,120000,2
A531, Rơ le xi nhan,0,0,120000,2
A532,Tay phanh cơ,0,0,120000,3
A533,Phớt trục lap,0,0,120000,3
A534,Phớt trục lap,0,0,120000,3
A535,Buzzi,0,0,120000,3
A536, Rơ le xi nhan,0,0,120000,3
A537,Sơn dè,0,0,120000,5
A538,Đôi nắp xin nhan,0,0,120000,5
A539,Bóng đèn pha,0,0,120000,6
A540,Bóng đèn pha,0,0,120000,8
A541,Bóng đèn pha,0,0,120000,9
A542,Tay phanh đĩa,0,0,120000,10
A543,Tay phanh cơ,0,0,120000,10
A544,Phớt trục lap,0,0,120000,10
A545,Phớt trục lap,0,0,120000,10
A546,Công tắc Xin nhan,0,0,120000,10
A547,Công tắc Phanh đĩa,0,0,120000,10
A548,Công tắc Đề,0,0,120000,10
A549,Công tắc Đèn,0,0,120000,10
A550, Rơ le xi nhan,0,0,120000,10
A551,Bộ phớt máy,0,0,120000,13
A552,Bóng đèn pha,0,0,120000,13
A553,Tay phanh đĩa,0,0,120000,15
A554,Tay phanh cơ,0,0,120000,15
A555,Phớt trục lap,0,0,120000,15
A556,Phớt trục lap,0,0,120000,15
A557,Công tắc Xin nhan,0,0,120000,15
A558,Công tắc Phanh đĩa,0,0,120000,15
A559,Công tắc Đề,0,0,120000,15
A560,Công tắc Đèn,0,0,120000,15
A561,Buzzi,0,0,120000,15
A562, Rơ le xi nhan,0,0,120000,15
A563,Bóng đèn pha,0,0,120000,17
A564,Phớt trục lap,0,0,120000,18
A565,Mài cam cò,0,0,120000,18
A566,Công tắc Xin nhan,0,0,120000,18
A567,Công tắc Phanh đĩa,0,0,120000,18
A568,Công tắc Đề,0,0,120000,18
A569,Buzzi,0,0,120000,18
A570,Ắc pittong,0,0,120000,18
A571,Thay cổ bô XS dài,0,0,120000,19
A572,Phot giảm sóc XS,0,0,120000,19
A573,Lọc dầu to,0,0,120000,19
A574,Dầu máy 1 lít,0,0,120000,19
A575,Buzzi CD,0,0,120000,19
A576,Tay phanh đĩa,0,0,120000,20
A577,Tay phanh cơ,0,0,120000,20
A578,Rơ le xi nhan,0,0,120000,20
A579,Phớt trục lap,0,0,120000,20
A580,Công tắc Xin nhan,0,0,120000,20
